"The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>","O título do Mailbox será exibido em Informações de tab. Para entender melhor sobre o título, clique <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">aqui</a>"
"The icon that appears in the Android Market. Recommended size: 512px x 512px. Maximum size: 1024 KB.","O ícone que será exibido na loja Android. Tamanho recomendado: 512px x 512px. Peso máximo: 1024 KB."
"Theme configurations are successfully reset.","Configurações do Tema foram reiniciados com sucesso."
"Theme name is not set.","Nome do Tema não foi informado."
"There were some problems with the data.","Existem alguns problemas com as informações."
"This email address was not found in our records.","Este Email não foi encontrado em nossos registros."
"This icon will be  used for users’ devices in case if different than AppSore icon needed. ","Este ícone será usado para dispositivos no caso de ser diferente do ícone da AppStore. "
"This is the description that will appear in the iTunes marketplace. ","Esta descrição será exibida no iTunes. "
"This is the name that will appear beneath your app when users install it to their device.  .  We recommend choosing a name that is 10-12 characters in length, and that your customers will recognize.","Nome que aparece abaixo do seu aplicativo quando o usuário instalar no dispositivo. Recomendamos escolher um nome entre 10-12 caracteres e que seus clientes irão reconhecer."
"This will appear in the info section of your App (example:  Copyright 2010 – Your Company, Inc.)","Aparece como informação do seu app (exemplo:  Copyright 2013 – Mario SAM, Inc.)"
"Title","Título  "
"Title bar","Título da Barra"
"To activate PayPal MEP payment method activate Express checkout first. ","Para ativar o PayPal MEP, primeiro é preciso ativar o checkout Express. "
"Total incl. Tax: %1$s","Total incl. Imposto: %1$s"
"Twitter API","API Twitter"
"Twitter API Key","API Chave Twitter"
"Twitter Secret Key","Chave Secreta Twitter"
"Unable to cancel queue.","Não foi possível cancelar a lista."
"Unable to collect cart totals.","Não foi possível coletar o total do carrinho."
"Unable to delete queue.","Não foi possível excluir a fila."
"Unable to find an app to delete.","Não foi possível encontrar o app para excluir."
"Unable to find template to delete.","Não foi possível encontrar template para excluir."
"Unable to get shipping methods list.","Não foi possível obter lista de formas de envio."
"Unable to initialize MEP Checkout.","Não foi possível inicializar Checkout MEP."
"Unable to load application form.","Não foi possível carregar formulário de aplicação."
"Unable to load product info.","Não foi possível carregar informação do produto."
"Unable to place the order.","Não foi possível realizar o pedido."
"Unable to post the review.","Não foi possível enviar análise."
"Unable to process preview.","Não foi possível processar a pré-visualização."
"Unable to save app.","Não foi possível salvar app."
"Unable to save message.","Não foi possível salvar a mensagem."
"Unable to save shipping address.","Não foi possível salvar endereço de entrega."
"Unable to save shipping method.","Não foi possível salvar forma de envio."
"Unable to save template.","Não foi possível salvar o template."
"Unable to start MEP Checkout.","Não foi possível iniciar Checkout MEP."
"Undefined","Indefinido"
"Unknown Error","Erro Desconhecido"
"Unknown Error.","Erro Desconhecido."
"Update Preview","Atualizar Pré-Visualização"
"Urban Airship Push Notification","Notificação Urban Airship Push"
"Use as my default billing address","Usar como meu endereço de cobrança padrão"
"Use as my default shipping address","Usar como meu endereço de entrega padrão"
"Username","Usuário"
"Users will see this image as the first screen while your application is loading.  It is a 320x460 image.","Usuários irão visualizar esta imagem na primeira tela enquanto seu aplicativo é carregado. Uma imagem de 320x460."
"View Details","Visualizar Detalhes"
"View Gallery","Visualizar Imagens"
"Website is offline.","Website está offline."
"Wishlist has been cleared.","Favoritos foi limpo."
"Wishlist has been updated.","Favoritos foi atualizado."
"Wishlist has been updated. But there are accrued some errors while updating some items.","Favoritos atualizado. Mas acusou alguns erros durante atualização de alguns produtos."
"Wrong Ipad background image orientation has been specified: ""%s"".","Erro ao informar imagem de fundo da orientação do Ipad: ""%s""."
"Wrong device type.","Erro no tipo de dispositivo."
"Wrong email format","Erro no formato do tema"
"Wrong theme format.","Erro no formato do tema."
"You are already logged in.","Você já está conectado."
"You can set any additional countries added by Apple Store.","Você pode escolher qualquer país adicionado pela Apple Store."
"You can set any price you want for your app, or you can give it away for free. Most apps range from $0.99 - $4.99","Você decide o preço para seu app, ou você pode distribuir gratuitamente. Muitos apps cobram algo em torno de $0.99 - $4.99"
"You can watch statistics here.","Veja as estatísticas aqui."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Você vai receber um Email com a confirmação de seu pedido e detalhes da compra, e um link para monitorar seu andamento."
"Your order # is: %s. ","Seu pedido # é: %s. "
"Your review has been accepted for moderation.","Sua análise foi aceita pelo moderador."
"Zip/Postal Code","CEP"
"and","e"
"each","cada"
"iPad","iPad"
"iPhone","iPhone"
"save","salvar"
